Name,overall,Action,Adventure,Sci-Fi,Drama,Comedy,Romance,Musical,War,Horror,History,Mystery,Thriller,Crime,Sport,Biography,Fantasy,Family,Documentary,Music,Animation,News,Western,average,Votes
Life of an Outcast,6.6,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,36
Life of Pi,7.9,0,7.9,0,7.9,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0,0,0,0,0,7.9,591417
Life's for Living: Aadmi,6.4,0,0,0,6.4,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,11
Life's Good,5.9,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,5.9,7
Lihaaf: The Quilt,7.1,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,29
Like Stars on Earth,8.4,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,0,0,8.4,175810
Lingaa,5.6,5.6,0,0,5.6,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,5137
Lion,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,220526
Lipstick Under My Burkha,6.8,0,0,0,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,6373
Listen... Amaya,6.6,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,588
Little Baby,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,8.6,1417
Little John,5.1,5.1,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,5.1,207
Little Singham: Kaal Ka Badla,6.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,6.1,12
Little Terrors,5.8,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,102
Loafer,5.1,5.1,0,0,0,5.1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,510
Loafer,6.5,0,0,0,0,0,6.5,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,6.5,156
LOC: Kargil,5.2,0,0,0,5.2,0,0,0,5.2,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,5.2,2601
Loev,5.8,0,0,0,5.8,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,2434
Login,6.1,0,0,0,6.1,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,6.1,99
Loha,6,6,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,217
Loha,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,515
Lohardaga,7.8,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,8
Loins of Punjab Presents,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,761
London,4.4,4.4,0,0,4.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,98
London Calling,3.8,3.8,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,3.8,8
London Confidental,6.4,0,0,0,6.4,0,0,0,0,0,0,0,6.4,6.4,0,0,0,0,0,0,0,0,0,6.4,1653
London Dreams,5.3,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,5.3,4375
London Paris New York,5.7,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,3677
Long Dark Road,7.7,0,0,0,7.7,0,0,0,0,0,0,0,7.7,7.7,0,0,0,0,0,0,0,0,0,7.7,45
Long Live Brij Mohan,6.8,0,0,0,6.8,6.8,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,6.8,2573
Loot,3.3,3.3,0,0,0,3.3,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,3.3,303
Lootcase,7.6,0,0,0,0,7.6,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,7.6,15188
Lootera,7.3,0,0,0,7.3,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,14888
Lootere,5.1,5.1,0,0,0,0,5.1,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,5.1,267
Lorni - The Flaneur,7,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,5
Love,5.9,0,0,0,5.9,0,5.9,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,1267
Love 86,5.7,0,0,0,5.7,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,87
Love Aaj Kal,4.7,0,0,0,4.7,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,6994
Love Aaj Kal,6.8,0,0,0,6.8,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,15191
Love Alive,7.4,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,7.4,26
Love and Shukla,7.4,0,0,0,7.4,7.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,828
Love at Times Square,3.8,0,0,0,3.8,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,205
Love Birds,5.1,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,126
Love Breakups Zindagi,5.8,0,0,0,5.8,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,1006
Love Exchange,5.2,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,47
Love Express,5.3,0,0,0,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,117
Love Game,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10
Love Games,4.3,0,0,0,0,0,0,0,0,0,0,0,4.3,4.3,0,0,0,0,0,0,0,0,0,4.3,873
Love in India,6.5,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,6.5,246
Love in Japan,3.1,3.1,0,0,0,3.1,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,3.1,15
Love in Nepal,3.6,0,0,0,3.6,0,3.6,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,3.6,120
Love in Tokyo,6.8,0,0,0,6.8,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,154
Love Ke Chakkar Mein,4.2,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,40
Love Ke Funday,6.6,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,13
Love Ke Liye Kuch Bhi Karega,6,0,0,0,0,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,1567
Love Khichdi,5.7,0,0,0,5.7,5.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,304
Love Love Love,5.5,0,0,0,5.5,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,867
Love Marriage,7.6,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,60
Love Per Square Foot,7.2,0,0,0,0,7.2,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,7588
Love Qubool Hai,10,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5
Love Shagun,4.4,0,0,0,0,4.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,104
Love Sonia,7.4,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,1570
Love Sorries,9.3,0,0,0,9.3,9.3,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,79
Love Story,6.5,0,0,0,6.5,0,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,377
Love Story 2050,2.6,2.6,2.6,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2334
Love Trainning,5.8,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,12
Love U... Mr. Kalakaar!,5.3,0,0,0,5.3,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,426
Love Will Take Over,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2092
Love You to Death,5.3,0,0,0,0,5.3,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,5.3,7
Lovefucked,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,365
LoveShhuda,4.5,0,0,0,0,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,552
"Lovesongs: Yesterday, Today & Tomorrow",5.1,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,42
"LSD: Love, Sex Aur Dhokha",7.1,0,0,0,7.1,7.1,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,7.1,5376
Lucifer,7.5,7.5,0,0,7.5,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,7.5,8210
Luck,4.8,4.8,4.8,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,2513
Luck by Chance,7.1,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,9678
Luckhnowi Ishq,7.1,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,23
Lucknow Central,6.2,6.2,0,0,6.2,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,6.2,2690
Lucky Kabootar,5.1,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,75
Lucky: No Time for Love,4.7,0,0,0,4.7,0,4.7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,3457
Ludo,7.6,7.6,0,0,0,7.6,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,7.6,32403
Luka Chuppi,6.3,0,0,0,0,6.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,8808
Lupt,5.6,0,0,0,0,0,0,0,0,5.6,0,0,5.6,0,0,0,0,0,0,0,0,0,0,5.6,2027
Lust Stories,6.4,0,0,0,6.4,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,10011
Luv Ka the End,4.8,0,0,0,4.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,1434
Luv Shuv Pyar Vyar,4.7,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,31
Luv Shuv Tey Chicken Khurana,6.6,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,3690
Luv U Alia,5.3,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,5.3,81
Luv U Soniyo,5.5,0,0,0,0,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,67
LuvUTurn,6.2,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,8
M Cream,5.6,0,5.6,0,5.6,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,611
M.... Matric Pass,3.9,0,0,0,3.9,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,14
M.A.D: Mad About Dance,5.1,0,0,0,5.1,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,110
M.S. Dhoni: The Untold Story,7.9,0,0,0,7.9,0,0,0,0,0,0,0,0,0,7.9,7.9,0,0,0,0,0,0,0,7.9,43713
Ma Beta,5,0,0,0,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,14
Maa,5.9,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,5.9,103
Maa,7.2,0,0,0,7.2,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,12
Maa,6.5,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,6.5,88
Maa Aur Mamta,7.5,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,22
Maa Baap,6.6,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,6.6,14
Maa Beti,5.1,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,19
Maa Kasam,4.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,28
Maa Kasam,4.6,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,23
Maa Tujhhe Salaam,3.5,3.5,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1145
Maachis,7.8,7.8,0,0,7.8,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,7.8,2079
Maain Bhi Ladki Hun,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26
Maal Road Dilli,5.7,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,10
Maan Abhiman,5.4,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,5.4,15
Maan Gaye Mughall-E-Azam,3.1,0,0,0,3.1,3.1,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,3.1,491
Maan Maryada,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,13
Maanthrikam,6.3,6.3,0,0,6.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,224
Maassab (The Teacher),8.6,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,155
Maati Maangey Khoon,5.4,5.4,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,5.4,17
Maatr,4.5,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,4.5,399
Maazii,5.8,0,0,0,5.8,0,0,0,0,0,0,0,5.8,5.8,0,0,0,0,0,0,0,0,0,5.8,94
Machaan,8.6,0,0,0,8.6,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,93
Machhli Jal Ki Rani Hai,2.3,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,235
Machine,2.7,2.7,0,0,0,0,2.7,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,2.7,761
Madaari,7.6,0,7.6,0,7.6,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,7.6,13676
Madam Chief Minister,4.6,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,1383
Madam X,3.7,3.7,0,0,3.7,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,3.7,77
Madari,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,5.3,17
Made in China,6.2,0,0,0,6.2,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,3845
Madholal Keep Walking,6.2,0,0,0,6.2,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,112
Madhosh,6.3,0,0,0,6.3,0,6.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,253
Madhoshi,4.6,0,0,0,4.6,0,0,4.6,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,4.6,395
Madhubaala,3.2,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,3.2,9
Madhumati,8,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,1273
Madly,5.4,0,0,0,5.4,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,146
Madly Bangali,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,287
Madmast Barkhaa,3.6,0,0,0,0,0,3.6,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,3.6,27
Madras Cafe,7.7,7.7,0,0,7.7,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,7.7,23388
Madurey,5.1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,1909
Mafia,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60
Magroor,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,10
Maha Shaktimaan,6.4,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,6.4,16
Mahaadev,5.7,5.7,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,36
Mahaan,6.1,6.1,0,0,6.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,423
Mahabali Hanuman,6.9,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,6.9,0,0,0,0,0,6.9,21
Mahabharat,7.3,7.3,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,7.3,77
Mahabharat,5.3,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,5.3,497
Mahabharat Aur Barbareek,6.8,0,0,0,6.8,0,0,0,6.8,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,6.8,19
Mahaguru,4.9,4.9,0,0,0,4.9,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,4.9,21
Mahal,7.1,0,0,0,7.1,0,0,0,0,7.1,0,7.1,0,0,0,0,0,0,0,0,0,0,0,7.1,387
Mahal,6.6,0,0,0,0,0,6.6,0,0,0,0,6.6,0,6.6,0,0,0,0,0,0,0,0,0,6.6,112
Mahananda,7.6,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,21
Maharaja,4.1,4.1,4.1,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,420
Maharana Pratap: The First Freedom Fighter,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,108
Maharathi,7.1,0,0,0,7.1,0,0,0,0,0,0,7.1,0,7.1,0,0,0,0,0,0,0,0,0,7.1,976
Maha-Sangram,5.6,5.6,0,0,5.6,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,146
Mahayoddha Rama,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,7.7,35
Mahek,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,29
Mahesh Dattani's Hasmukh Saab ki Wasihat,6.3,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,36
Mahua,6.2,0,0,0,0,0,6.2,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,12
Mai,6.7,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,6.7,92
Mai Baap,6.8,0,0,0,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,14
Maidan-E-Jung,4.3,4.3,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,530
Main Aisa Hi Hoon,4.8,0,0,0,4.8,0,0,4.8,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,4.8,1019
Main Aur Charles,6.3,6.3,0,0,0,0,0,0,0,0,0,0,0,6.3,0,6.3,0,0,0,0,0,0,0,6.3,1588
Main Aur Mera Hathi,6.6,6.6,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,34
Main Aur Mr. Riight,5.2,0,0,0,0,5.2,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,347
Main Awara Hoon,5.2,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,5.2,38
Main Azaad Hoon,7.2,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,699
Main Balwaan,5.8,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,43
Main Chup Rahungi,7.4,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,7.4,48
Main Hoon Na,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33177
Main Hoon Rajinikanth,7.3,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,35
Main Khiladi Tu Anari,6.5,6.5,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,5725
Main Krishna Hoon,5.3,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,5.3,0,0,5.3,0,0,5.3,185
Main Mulayam Singh Yadav,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,4.2,118
Main Prem Ki Diwani Hoon,4,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4401
Main Solah Baras Ki,4.5,0,0,0,0,0,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,40
Main Sunder Hoon,6.5,0,0,0,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,47
Main Tera Hero,5.1,5.1,0,0,0,5.1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,8139
Main Tere Pyaar Mein Pagal,4.7,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,7
Main Tulsi Tere Aangan Ki,6.7,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,6.7,127
Main Tumhare Bachche ki Maa Banne Waali Hoon,6.8,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,101
Main Zaroor Aaunga,4.1,0,0,0,0,0,0,0,0,4.1,0,0,4.1,0,0,0,0,0,0,0,0,0,0,4.1,47
Main Zinda Hoon,7.8,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,51
"Main, Meri Patni... Aur Woh!",7.2,0,0,0,7.2,7.2,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,2185
Maine Dil Tujhko Diya,3.7,3.7,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,1125
Maine Pyaar Kyun Kiya,5.5,0,0,0,5.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,4840
Majaal,5.1,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,32
Majaz: Ae Gham-e-Dil Kya Karun,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,5.4,5
Majboor Ladki,2.8,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,2.8,9
Majhli Didi,7.7,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,85
Majjma,8.1,0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,24
Major Saab,5.3,5.3,0,0,5.3,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,2083
Majunu,5.2,5.2,0,0,5.2,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,124
Malaal,6,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,850
Malamaal Weekly,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6120
Malang,6.5,6.5,0,0,6.5,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.5,8972
Malik Ek,6.6,0,0,0,6.6,0,0,0,0,0,6.6,0,0,0,0,6.6,0,0,0,0,0,0,0,6.6,23
Mammo,7.7,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,406
Mamta,6.8,0,0,0,6.8,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,116
Man Ka Meet,5.7,5.7,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,5.7,21
Man Mandir,5.2,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,5.2,32
Manasarovar,6.9,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,80
Manavata,7.3,0,0,0,7.3,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,6
Manchala,5.2,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,5
Manchali,6.5,0,0,0,0,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,129
Mandi,7.5,0,0,0,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,744
Mangal Pandey,5.9,5.9,0,0,5.9,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,5.9,29
Mangal Pandey: The Rising,6.6,0,0,0,6.6,0,0,0,0,0,6.6,0,0,0,0,6.6,0,0,0,0,0,0,0,6.6,9520
Mangalashtak Once More,6.2,0,0,0,6.2,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,105
Mangalsutra,6.5,0,0,0,0,0,0,0,0,6.5,0,0,6.5,0,0,0,0,0,0,0,0,0,0,6.5,48
Manikanda,3.6,3.6,0,0,3.6,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,3.6,38
Manikarnika: The Queen of Jhansi,6.4,6.4,0,0,6.4,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,6.4,10230
